concurso,data,bola1,bola2,bola3,bola4,bola5,bola6,bola7,bola8,bola9,bola10,bola11,bola12,bola13,bola14,bola15,ganhadores_15_num,ganhadores_14_num,ganhadores_13_num,ganhadores_12_num,ganhadores_11_num,valor_rateio_15_num,valor_rateio_14_num,valor_rateio_13_num,valor_rateio_12_num,valor_rateio_11_num
183,04/01/2007,08,07,06,13,23,11,19,21,16,25,14,20,24,02,04,4,424,13906,182663,839141,218236.04,882.35,10.00,4.00,2.00
184,08/01/2007,03,17,07,23,11,15,08,01,19,21,25,16,18,09,10,3,423,43275,270561,1208438,282071.90,857.36,10.00,4.00,2.00
185,11/01/2007,20,19,25,06,01,15,23,08,12,09,11,04,07,02,17,3,489,16699,211910,1027602,298398.38,781.59,10.00,4.00,2.00
186,15/01/2007,16,25,23,22,13,05,06,19,24,17,02,18,04,11,12,2,338,13786,217999,1189905,628034.83,1592.65,10.00,4.00,2.00
187,18/01/2007,21,25,12,01,16,03,13,24,11,17,19,15,23,22,18,2,636,53783,192863,1064100,374968.40,503.43,10.00,4.00,2.00
188,22/01/2007,16,19,20,10,25,24,22,08,13,05,11,23,21,02,03,6,515,19440,252304,1384753,167432.00,836.00,10.00,4.00,2.00
189,25/01/2007,09,13,05,18,23,19,16,22,01,02,07,04,20,06,24,2,324,16766,159294,930299,497279.18,1315.56,10.00,4.00,2.00
190,29/01/2007,16,11,13,15,23,24,08,01,05,18,04,19,03,07,14,3,583,19039,240715,1257119,350459.97,769.96,10.00,4.00,2.00
191,01/02/2007,23,09,18,05,19,20,08,02,22,10,13,21,15,17,12,1,412,15024,213016,997044,964343.13,1003.13,10.00,4.00,2.00
192,05/02/2007,24,11,01,13,03,06,16,04,15,22,02,23,14,05,21,3,754,34386,197879,1082451,435921.62,740.51,10.00,4.00,2.00
193,08/02/2007,14,16,21,02,09,19,20,03,04,10,25,01,15,05,08,2,316,11974,141482,846030,670419.19,1818.50,10.00,4.00,2.00
194,12/02/2007,23,14,22,25,12,18,08,09,13,15,02,21,17,07,10,1,354,14957,233715,1231332,1197208.94,1449.40,10.00,4.00,2.00
195,15/02/2007,04,03,14,22,19,17,09,12,18,07,23,08,11,02,06,10,1073,38496,230650,1015550,86522.69,344.28,10.00,4.00,2.00
196,22/02/2007,22,24,10,15,16,25,20,14,17,05,02,04,23,19,03,1,323,13239,208826,1170750,1278818.47,1696.80,10.00,4.00,2.00
197,26/02/2007,09,13,23,20,03,06,10,05,22,04,08,12,07,18,21,4,451,16365,189310,1075584,327278.19,1244.01,10.00,4.00,2.00
198,01/03/2007,25,01,06,02,13,07,18,21,14,04,15,20,05,17,16,3,283,10301,141305,840903,409715.30,1861.40,10.00,4.00,2.00
199,05/03/2007,23,02,06,11,22,20,04,03,15,05,01,09,21,12,19,1,381,13664,178579,1124850,1321388.89,1486.38,10.00,4.00,2.00
200,08/03/2007,16,08,09,05,23,11,13,12,04,14,15,02,01,21,24,2,280,12673,191340,1015452,519190.74,1589.36,10.00,4.00,2.00
201,12/03/2007,10,15,08,19,02,11,12,05,20,01,22,04,13,09,14,4,614,22333,262852,1261685,262310.00,729.59,10.00,4.00,2.00
202,15/03/2007,05,14,23,19,24,10,17,11,01,21,22,13,16,03,18,0,269,12150,175505,1105371,0.00,1703.36,10.00,4.00,2.00
203,19/03/2007,24,02,04,05,12,13,01,03,23,18,06,07,25,14,17,15,1447,32382,318444,1557370,151893.08,356.80,10.00,4.00,2.00
204,22/03/2007,08,25,16,17,23,22,05,15,04,07,24,02,14,03,11,4,566,20023,239733,1095166,233188.57,703.60,10.00,4.00,2.00
205,26/03/2007,21,04,18,12,22,10,02,16,17,11,03,15,25,14,09,1,322,11225,159125,963861,1651759.41,2198.44,10.00,4.00,2.00
206,29/03/2007,22,09,05,16,15,03,13,08,21,02,12,17,11,20,14,2,270,10506,142271,908597,590228.22,1873.74,10.00,4.00,2.00
207,02/04/2007,04,12,06,01,15,10,19,03,14,09,17,02,13,22,20,1,364,14813,231395,1202103,1211903.70,1426.89,10.00,4.00,2.00
208,05/04/2007,24,19,16,07,03,12,23,06,09,10,04,01,14,11,15,2,381,12101,149390,870271,534367.26,1202.18,10.00,4.00,2.00
209,09/04/2007,24,01,19,22,25,03,10,15,14,06,05,18,21,07,09,3,267,11913,161154,926604,425084.14,2046.96,10.00,4.00,2.00
210,12/04/2007,15,16,07,14,18,22,10,13,23,11,03,24,09,21,05,2,533,18516,224602,1065835,467257.17,748.57,10.00,4.00,2.00
211,16/04/2007,17,01,10,12,02,06,08,04,24,18,14,22,11,16,25,12,2051,36077,258629,1136150,92363.73,230.72,10.00,4.00,2.00
212,19/04/2007,16,06,19,22,03,01,20,11,10,14,08,23,04,09,12,3,497,18605,187834,953316,356439.49,922.09,10.00,4.00,2.00
213,23/04/2007,16,01,10,21,05,04,09,23,08,03,24,25,11,18,19,0,331,13114,188730,1138481,0.00,1367.72,10.00,4.00,2.00
214,26/04/2007,02,14,04,18,09,24,11,01,13,19,03,22,25,20,15,2,386,21187,225619,1305857,1099865.39,1269.50,10.00,4.00,2.00
215,30/04/2007,17,15,03,12,25,09,19,23,11,04,07,14,05,18,01,4,1009,35510,302969,1254385,160486.33,271.64,10.00,4.00,2.00
216,03/05/2007,11,09,17,13,21,06,04,25,24,05,03,07,19,02,10,3,479,17238,215394,1040245,292829.11,783.02,10.00,4.00,2.00
217,07/05/2007,06,16,04,05,12,19,11,25,10,21,07,02,09,17,03,2,548,39451,196007,1096546,641708.91,1003.71,10.00,4.00,2.00
218,10/05/2007,21,25,15,17,11,22,02,16,08,13,14,12,05,20,07,1,349,20284,151533,942198,1295114.22,1590.40,10.00,4.00,2.00
219,14/05/2007,19,24,03,22,02,17,11,18,25,16,23,08,09,14,06,1,334,14810,202799,1139236,1321125.73,1695.20,10.00,4.00,2.00
220,17/05/2007,21,16,05,25,13,23,24,10,20,18,14,09,15,12,17,0,275,12225,180556,912407,0.00,1847.51,10.00,4.00,2.00
221,21/05/2007,06,01,17,07,21,12,03,23,16,20,02,08,19,10,25,2,382,16379,218172,1280912,1431076.01,1881.08,10.00,4.00,2.00
222,24/05/2007,05,15,21,04,23,12,07,08,24,22,06,18,01,03,09,1,232,9982,160368,915510,1137537.20,2101.36,10.00,4.00,2.00
223,28/05/2007,09,23,14,22,02,24,11,07,10,13,16,21,04,12,20,0,371,15354,198520,1110738,0.00,1478.50,10.00,4.00,2.00
224,31/05/2007,24,09,08,04,19,11,21,13,18,20,15,23,10,06,12,4,364,14879,202689,1195711,674947.70,1671.79,10.00,4.00,2.00
225,04/06/2007,15,25,08,01,23,03,05,13,02,19,14,20,22,07,18,3,912,29008,279442,1416966,314688.25,441.96,10.00,4.00,2.00
226,08/06/2007,20,05,19,14,13,10,08,15,17,21,18,04,16,11,25,1,238,9088,135676,887477,1033333.31,1860.74,10.00,4.00,2.00
227,11/06/2007,10,18,20,21,05,17,14,12,19,07,22,15,09,01,08,3,313,12127,168590,958513,426727.90,1752.87,10.00,4.00,2.00
228,14/06/2007,14,15,19,17,11,04,20,16,13,25,12,24,18,02,10,7,510,12306,199913,991171,162006.70,952.98,10.00,4.00,2.00
229,18/06/2007,09,06,25,15,20,12,16,14,11,10,17,23,08,13,02,3,322,12883,210219,1189925,451708.06,1803.62,10.00,4.00,2.00
230,21/06/2007,06,01,04,24,17,22,08,11,02,05,15,13,14,03,10,1,656,21649,267144,1107051,912992.46,594.21,10.00,4.00,2.00
231,25/06/2007,24,17,19,12,21,01,05,18,10,02,07,15,25,06,16,1,366,14413,170116,1009785,1574316.19,1843.46,10.00,4.00,2.00
232,28/06/2007,11,24,21,23,14,25,16,13,12,04,05,17,06,09,18,1,252,10957,164814,946981,1197922.11,2037.28,10.00,4.00,2.00
233,02/07/2007,01,14,07,03,13,02,06,08,12,05,21,17,09,19,04,8,820,24183,291569,1234674,122409.35,509.88,10.00,4.00,2.00
234,05/07/2007,11,14,01,05,02,12,03,04,13,17,24,09,15,21,22,1,676,39252,226627,1231982,889594.53,561.85,10.00,4.00,2.00
235,09/07/2007,21,13,24,14,18,17,08,16,12,23,19,15,01,25,10,4,475,16531,263639,1103205,248234.57,895.89,10.00,4.00,2.00
236,12/07/2007,01,13,03,22,25,23,05,16,04,09,12,15,08,07,21,0,359,16808,225582,1248389,0.00,1298.37,10.00,4.00,2.00
237,16/07/2007,13,12,07,06,05,19,23,16,04,20,22,09,18,15,21,5,759,22024,267999,1388224,545832.17,926.91,10.00,4.00,2.00
238,19/07/2007,11,17,19,24,20,13,06,21,04,12,01,14,23,15,03,1,319,12604,177262,1112538,1158825.53,1556.87,10.00,4.00,2.00
239,23/07/2007,07,13,09,14,25,15,10,22,01,23,16,03,06,19,05,4,736,22562,264149,1294387,268193.92,622.31,10.00,4.00,2.00
240,26/07/2007,02,10,09,23,19,15,01,13,22,04,11,18,14,16,21,1,395,14664,181955,1027526,1076749.80,1168.26,10.00,4.00,2.00
241,30/07/2007,14,05,23,24,13,15,21,08,12,09,25,04,17,20,03,6,550,18840,248779,1368593,162955.29,758.98,10.00,4.00,2.00
242,02/08/2007,13,02,21,19,08,15,17,06,22,14,09,16,18,23,05,2,500,16629,210405,1126014,553900.01,949.54,10.00,4.00,2.00
243,06/08/2007,05,03,13,25,07,23,16,21,18,01,20,04,02,12,17,0,395,15691,239166,1305797,0.00,1431.01,10.00,4.00,2.00
244,09/08/2007,06,12,10,24,11,07,18,15,03,22,05,14,20,21,09,4,654,22161,252057,1277102,761115.43,1130.76,10.00,4.00,2.00
245,13/08/2007,11,24,10,19,18,12,14,25,01,09,02,15,06,07,16,1,397,17309,203970,1148741,1602862.09,1730.33,10.00,4.00,2.00
246,16/08/2007,08,07,25,24,01,05,09,21,18,15,17,12,10,04,13,2,646,17875,209948,1210961,514572.62,680.17,10.00,4.00,2.00
247,20/08/2007,01,22,07,08,14,04,02,25,03,17,15,16,23,19,09,1,746,22515,262704,1367044,1100400.40,629.77,10.00,4.00,2.00
248,23/08/2007,25,10,12,08,05,02,11,20,21,01,16,19,09,13,15,5,568,18679,213407,1182527,205597.54,772.71,10.00,4.00,2.00
249,27/08/2007,23,05,21,14,18,12,07,15,08,04,25,09,22,17,10,4,456,20710,240312,1246804,300690.74,1130.42,10.00,4.00,2.00
250,30/08/2007,19,13,02,05,23,09,03,10,15,17,16,18,21,12,01,1,456,20409,248997,1315442,729124.59,682.67,10.00,4.00,2.00
251,03/09/2007,21,13,19,15,23,18,22,09,04,25,16,10,03,05,06,3,546,18852,250206,1373895,388791.25,915.52,10.00,4.00,2.00
252,06/09/2007,02,06,18,25,15,11,24,23,03,22,17,04,19,14,08,1,578,23054,215463,1143748,1145268.64,849.19,10.00,4.00,2.00
253,10/09/2007,22,04,19,05,21,23,06,01,18,11,12,15,08,13,07,3,467,15696,205230,1103731,384999.07,1059.96,10.00,4.00,2.00
254,13/09/2007,20,02,23,06,05,14,15,09,08,03,07,11,16,13,04,4,344,14579,247017,1172541,309239.02,1541.06,10.00,4.00,2.00
255,17/09/2007,17,03,04,01,02,14,15,10,09,16,22,24,06,21,23,3,426,13725,186470,1138744,574134.62,1732.80,10.00,4.00,2.00
256,20/09/2007,01,12,10,09,16,08,18,20,07,02,06,22,13,15,24,6,458,17563,205198,1057444,219836.27,1234.27,10.00,4.00,2.00
257,24/09/2007,22,10,12,09,07,18,13,06,01,16,03,24,14,17,19,2,600,20544,242288,1285535,656028.71,937.19,10.00,4.00,2.00
258,27/09/2007,13,20,12,04,02,25,22,24,19,21,09,06,14,05,17,6,877,21971,214688,1070083,198893.58,580.96,10.00,4.00,2.00
259,01/10/2007,10,25,18,15,06,21,22,20,07,03,08,09,24,19,05,0,293,15192,173008,1099965,0.00,2477.16,10.00,4.00,2.00
260,04/10/2007,24,11,05,19,07,20,09,18,14,03,13,08,01,06,04,1,422,19243,268373,1601008,3407439.83,1740.58,10.00,4.00,2.00
261,08/10/2007,04,02,16,15,25,06,11,21,05,17,19,20,07,13,01,2,599,27065,281319,1393103,650009.12,930.14,10.00,4.00,2.00
262,11/10/2007,08,21,12,20,03,14,13,07,09,24,15,23,04,17,06,1,461,23646,215284,1197030,1189723.12,1106.03,10.00,4.00,2.00
263,15/10/2007,23,19,08,15,16,11,07,21,24,09,10,01,18,04,14,0,550,17780,199155,1014306,0.00,963.09,10.00,4.00,2.00
264,18/10/2007,08,03,25,06,22,09,13,23,20,04,16,19,01,12,21,6,748,21472,254846,1382097,468787.91,903.42,10.00,4.00,2.00
265,22/10/2007,07,12,22,05,19,11,18,08,13,16,17,24,01,20,15,0,366,15895,206626,1269650,0.00,1649.50,10.00,4.00,2.00
266,25/10/2007,18,21,03,19,04,14,24,22,05,06,07,09,11,01,15,5,819,28035,294716,1476164,574831.70,763.96,10.00,4.00,2.00
267,29/10/2007,15,11,23,09,12,06,14,13,17,24,21,02,05,04,03,2,580,25552,296938,1419919,512949.16,755.18,10.00,4.00,2.00
268,01/11/2007,25,23,08,15,09,16,20,12,07,18,06,19,05,10,14,1,458,15704,216481,1132430,1270248.98,1188.63,10.00,4.00,2.00
269,05/11/2007,22,02,01,04,13,15,18,19,24,23,10,16,17,06,14,1,357,13740,208513,1166041,1330336.28,1597.04,10.00,4.00,2.00
270,08/11/2007,16,01,14,05,09,18,08,03,06,25,07,19,23,04,24,0,456,18099,265177,1328618,0.00,1086.78,10.00,4.00,2.00
271,12/11/2007,19,11,05,16,24,20,25,06,04,12,08,01,21,02,18,6,449,19649,247576,1409801,513005.15,1834.26,10.00,4.00,2.00
272,16/11/2007,25,15,12,01,04,09,13,24,08,17,05,20,11,23,02,6,872,27833,240292,1166264,131266.52,385.62,10.00,4.00,2.00
273,19/11/2007,16,05,21,07,12,20,01,15,24,18,25,10,19,17,06,2,4551,12563,161163,1034372,724498.58,135.95,10.00,4.00,2.00
274,22/11/2007,15,25,05,23,10,02,07,12,17,14,11,21,06,20,04,4,645,18874,202897,1037963,312825.36,831.43,10.00,4.00,2.00
275,26/11/2007,06,09,12,22,01,10,15,05,14,17,20,03,18,11,08,2,657,19774,226330,1222935,658502.59,859.11,10.00,4.00,2.00
276,29/11/2007,02,07,17,05,18,12,22,03,25,13,20,04,11,19,10,3,312,14987,188284,1058898,411743.68,1696.75,10.00,4.00,2.00
277,03/12/2007,16,24,13,02,17,10,09,11,21,04,23,14,25,22,12,4,525,22011,213076,1251270,344720.36,1125.62,10.00,4.00,2.00
278,06/12/2007,12,09,02,03,21,19,01,23,05,15,11,17,13,06,25,25,4310,76727,426871,1443593,14182.21,35.13,10.00,4.00,2.00
279,10/12/2007,12,10,03,17,18,06,05,23,01,02,22,19,11,09,13,3,804,23945,306944,1412942,384377.54,612.34,10.00,4.00,2.00
280,13/12/2007,09,25,20,10,19,24,05,13,16,03,17,11,06,15,04,7,1779,17395,224021,1249554,186308.88,312.99,10.00,4.00,2.00
281,17/12/2007,04,01,10,23,12,02,25,17,19,08,11,09,14,03,15,6,683,24788,310715,1611578,166444.42,624.27,10.00,4.00,2.00
282,20/12/2007,25,07,03,21,11,20,16,13,08,04,15,12,19,22,02,5,474,14750,190462,1120400,311399.20,1407.77,10.00,4.00,2.00
283,22/12/2007,24,22,10,13,04,20,06,01,11,09,23,12,08,02,19,5,359,11743,140718,677731,125730.62,747.63,10.00,4.00,2.00
284,27/12/2007,23,05,22,07,21,12,25,13,01,11,15,17,03,06,19,7,3392,89618,409708,1452685,51508.88,45.39,10.00,4.00,2.00
285,29/12/2007,11,16,08,10,14,01,04,05,15,22,09,12,19,13,23,3,338,13308,131095,794186,231166.67,879.33,10.00,4.00,2.00
286,03/01/2008,25,01,23,21,07,04,11,09,12,02,13,10,24,19,03,3,729,27687,296552,1434986,224820.40,396.51,10.00,4.00,2.00
287,07/01/2008,15,21,06,23,02,10,22,25,07,17,16,05,18,13,12,5,528,17308,223741,1228506,270692.90,1098.59,10.00,4.00,2.00
288,10/01/2008,18,15,06,19,02,10,03,14,25,09,24,01,04,13,12,1,504,18396,224846,1284701,1112109.33,945.67,10.00,4.00,2.00
289,14/01/2008,04,08,01,03,10,19,02,14,06,09,17,15,12,24,22,14,1421,34554,333071,1433297,63211.34,266.90,10.00,4.00,2.00
290,17/01/2008,17,09,13,02,23,14,11,20,22,07,06,12,01,21,05,5,437,15046,198722,1215690,244730.42,1200.05,10.00,4.00,2.00
291,21/01/2008,14,08,15,10,01,05,17,24,02,12,07,13,23,20,11,5,554,19853,244168,1365109,236637.79,915.31,10.00,4.00,2.00
292,24/01/2008,21,03,24,07,17,05,02,11,13,09,22,12,25,16,08,1,513,17502,203845,1145496,1210021.45,1010.88,10.00,4.00,2.00
293,28/01/2008,14,12,03,09,25,22,13,24,02,06,01,23,18,15,19,3,722,40725,266109,1420232,311274.88,554.31,10.00,4.00,2.00
294,31/01/2008,11,16,24,04,20,02,01,05,07,03,08,12,15,23,25,3,451,14533,198742,1146969,423387.36,1206.99,10.00,4.00,2.00
295,07/02/2008,25,24,06,23,15,10,03,21,13,18,02,04,19,17,16,2,336,16242,237731,1327959,710326.08,1812.06,10.00,4.00,2.00
296,11/02/2008,16,18,14,06,22,11,15,19,02,25,07,03,12,08,17,5,319,12612,181976,1088291,317206.80,2130.81,10.00,4.00,2.00
297,14/02/2008,23,10,25,24,01,21,15,09,08,16,04,22,14,07,12,0,267,11711,165948,1000928,0.00,2388.76,10.00,4.00,2.00
298,18/02/2008,01,06,07,16,04,24,21,08,13,03,11,15,14,12,22,2,421,15894,227004,1522778,1712831.75,1972.31,10.00,4.00,2.00
299,21/02/2008,10,20,03,24,23,06,17,08,22,13,07,05,19,18,21,1,261,13134,195795,1051550,1400709.24,2300.02,10.00,4.00,2.00
300,25/02/2008,07,21,09,04,11,23,19,17,03,12,08,25,20,15,22,5,671,20196,258453,1332471,236323.91,754.71,10.00,4.00,2.00
301,28/02/2008,02,09,11,03,17,13,12,19,20,15,22,23,18,08,14,4,654,20814,274101,1312404,207255.79,543.27,10.00,4.00,2.00
302,03/03/2008,18,20,09,06,11,25,02,16,15,14,04,22,12,10,05,9,906,26568,243704,1152753,154317.67,656.98,10.00,4.00,2.00
303,06/03/2008,06,22,18,21,12,24,23,20,15,17,02,08,03,16,04,3,343,15661,203428,1079262,452508.66,1696.20,10.00,4.00,2.00
304,10/03/2008,01,15,22,16,14,04,18,17,12,21,20,25,05,03,19,0,259,9066,148763,997021,0.00,2902.10,10.00,4.00,2.00
305,13/03/2008,20,10,25,04,03,18,22,21,02,08,11,12,05,24,13,3,584,21381,283628,1490712,1088299.38,1108.90,10.00,4.00,2.00
306,17/03/2008,25,05,13,04,02,08,20,01,11,16,18,12,14,15,19,0,320,17342,202597,1229254,0.00,1852.02,10.00,4.00,2.00
307,20/03/2008,20,09,12,14,23,17,21,24,19,01,03,10,15,04,06,22,1413,32008,275894,1240760,120368.22,383.76,10.00,4.00,2.00
308,24/03/2008,23,01,21,16,24,19,05,25,12,13,22,04,18,02,15,2,409,15693,236924,1225502,506005.32,1060.44,10.00,4.00,2.00
309,27/03/2008,03,13,22,10,16,21,01,09,14,20,04,08,17,24,02,2,404,12892,173688,990478,694576.96,1473.64,10.00,4.00,2.00
310,31/03/2008,11,14,21,10,03,24,18,19,09,15,23,16,05,02,17,1,425,15440,201420,1160428,1396694.91,1408.43,10.00,4.00,2.00
311,03/04/2008,23,05,24,12,17,10,25,02,14,16,20,19,15,07,04,9,651,23806,225341,1142240,133572.09,791.41,10.00,4.00,2.00
312,07/04/2008,22,08,09,18,02,17,10,19,01,16,25,11,13,12,06,1,386,16143,211127,1238109,1458512.89,1619.37,10.00,4.00,2.00
313,10/04/2008,07,06,14,23,17,12,15,19,10,16,09,25,02,03,18,3,456,18119,231723,1255491,381993.94,1077.05,10.00,4.00,2.00
314,14/04/2008,21,05,11,01,08,19,02,22,09,20,06,12,14,13,15,1,468,17436,212788,1261900,1364366.67,1249.42,10.00,4.00,2.00
315,17/04/2008,16,13,11,23,05,06,21,17,08,02,24,03,20,14,19,10,1080,21712,211835,1071147,125445.39,497.80,10.00,4.00,2.00
316,22/04/2008,08,19,06,14,04,03,24,23,01,13,12,15,10,18,07,1,434,16372,199719,1101192,847060.95,836.47,10.00,4.00,2.00
317,24/04/2008,21,05,08,04,11,01,22,02,25,14,18,16,09,24,19,3,461,16254,179587,952067,367450.06,1024.80,10.00,4.00,2.00
318,28/04/2008,11,21,12,14,06,04,16,15,13,25,05,03,18,23,09,4,429,18173,221406,1258488,290530.52,1160.96,10.00,4.00,2.00
319,02/05/2008,14,24,06,09,04,08,03,16,23,01,19,10,20,12,17,7,751,27120,187666,917589,129225.31,516.21,10.00,4.00,2.00
320,05/05/2008,19,15,12,17,11,18,01,25,03,22,09,21,14,06,23,3,493,17434,234131,1229263,316958.56,826.61,10.00,4.00,2.00
321,08/05/2008,17,20,12,25,09,24,14,03,10,02,04,13,11,16,18,1,363,15732,193924,1100213,1308152.15,1544.46,10.00,4.00,2.00
322,12/05/2008,01,12,13,02,16,23,03,07,05,20,17,18,15,24,21,2,509,22083,228275,1286179,606827.96,1021.89,10.00,4.00,2.00
323,15/05/2008,04,17,02,21,14,01,03,20,06,07,10,25,23,09,19,1,362,15703,205418,1101654,1207120.36,1429.11,10.00,4.00,2.00
324,19/05/2008,21,10,02,23,08,01,24,16,06,04,07,12,09,03,20,4,290,11630,189382,1109531,377040.37,2228.81,10.00,4.00,2.00
325,23/05/2008,25,10,22,20,23,05,04,06,02,14,24,19,07,15,01,0,256,10643,149581,880526,0.00,2041.78,10.00,4.00,2.00
326,26/05/2008,25,07,24,06,15,13,12,10,01,18,08,11,04,17,02,3,502,18802,238352,1338497,845942.74,1125.39,10.00,4.00,2.00
327,29/05/2008,19,08,04,14,03,16,01,15,13,12,17,21,23,02,18,4,418,16121,223081,1259895,241255.81,989.43,10.00,4.00,2.00
328,02/06/2008,13,02,25,23,19,11,12,22,18,24,04,05,03,15,21,2,658,45227,246938,1427296,557712.09,726.51,10.00,4.00,2.00
329,05/06/2008,18,21,08,20,24,09,01,14,04,23,25,03,17,02,13,5,606,21890,268768,1374725,214440.72,758.28,10.00,4.00,2.00
330,09/06/2008,15,19,24,25,02,12,14,05,09,22,23,01,18,17,06,5,738,31136,296602,1469456,232346.13,674.64,10.00,4.00,2.00
331,12/06/2008,16,15,13,19,05,23,03,18,01,07,06,22,21,25,12,7,1215,32125,300389,1421050,126426.54,312.16,10.00,4.00,2.00
332,16/06/2008,03,02,11,21,20,12,06,05,19,07,23,24,14,10,25,4,511,17926,215746,1219635,392555.41,1316.94,10.00,4.00,2.00
333,19/06/2008,16,02,13,25,09,14,01,06,21,15,05,23,18,12,11,13,847,29908,259841,1376784,69149.30,454.85,10.00,4.00,2.00
334,23/06/2008,17,08,13,15,11,22,21,06,01,02,18,23,25,07,16,5,564,27218,227334,1327880,249447.01,947.75,10.00,4.00,2.00
335,26/06/2008,16,14,21,09,06,17,08,03,20,19,01,12,11,07,04,3,365,13738,188747,1009236,469504.44,1653.83,10.00,4.00,2.00
336,30/06/2008,10,15,16,11,03,25,01,14,19,05,22,02,17,06,08,7,655,21173,230794,1182316,199505.51,913.76,10.00,4.00,2.00
337,03/07/2008,03,11,07,08,23,04,19,16,09,05,01,18,22,10,12,3,448,16514,211919,1140661,433926.54,1245.33,10.00,4.00,2.00
338,07/07/2008,16,04,07,19,09,03,05,21,20,15,25,17,06,14,12,2,487,18303,246771,1287428,721253.58,1269.44,10.00,4.00,2.00
339,10/07/2008,13,19,01,23,18,16,15,05,22,20,24,21,08,02,10,4,592,20706,240542,1259730,296278.06,857.95,10.00,4.00,2.00
340,14/07/2008,14,04,19,02,08,21,20,25,11,10,06,09,05,22,03,1,327,12947,186327,1169660,1687296.66,2211.40,10.00,4.00,2.00
341,17/07/2008,20,05,21,12,11,07,16,19,18,13,22,01,25,24,09,1,470,18651,218671,1192125,1260439.81,1149.34,10.00,4.00,2.00
342,21/07/2008,08,03,11,25,23,12,21,15,01,04,20,13,16,19,22,3,526,22656,244613,1441615,385056.00,941.20,10.00,4.00,2.00
343,24/07/2008,20,15,11,25,06,08,18,12,13,16,14,19,22,03,05,1,377,16379,212523,1239600,1130781.71,1285.47,10.00,4.00,2.00
344,28/07/2008,11,16,09,20,25,24,05,03,12,10,15,13,04,21,06,3,504,19170,205613,1218349,482078.39,1229.79,10.00,4.00,2.00
345,31/07/2008,23,25,09,24,20,02,12,16,19,14,15,07,18,11,21,2,487,17730,243678,1169691,623887.52,1098.07,10.00,4.00,2.00
346,04/08/2008,14,10,23,05,12,06,08,17,24,18,15,02,01,21,03,9,1172,30597,286722,1426264,136257.48,448.43,10.00,4.00,2.00
347,07/08/2008,15,24,19,03,18,14,25,12,20,09,10,11,05,08,07,1,472,17632,233556,1280973,1352922.32,1228.44,10.00,4.00,2.00
348,11/08/2008,14,08,20,19,12,25,01,07,18,24,02,17,05,22,21,3,513,19748,237771,1287333,492793.03,1235.07,10.00,4.00,2.00
349,14/08/2008,07,08,17,20,22,12,01,16,02,19,25,24,05,14,18,32,27396,28850,241867,1224170,36966.12,18.51,10.00,4.00,2.00
350,18/08/2008,23,09,01,14,13,07,15,04,25,22,12,08,06,02,03,6,469,16607,278066,1360066,218458.22,1197.76,10.00,4.00,2.00
351,21/08/2008,07,01,12,03,24,18,23,05,19,02,14,11,10,17,16,2,407,17560,231726,1290054,615440.05,1296.12,10.00,4.00,2.00
352,25/08/2008,03,01,15,13,06,20,17,24,19,02,12,22,04,09,18,2,565,23106,259188,1343684,657121.53,996.90,10.00,4.00,2.00
353,28/08/2008,18,23,19,08,12,02,09,11,03,21,22,20,13,17,07,14,2000,44131,289622,1252694,67443.44,202.33,10.00,4.00,2.00
354,01/09/2008,23,22,09,10,08,19,17,12,01,02,18,21,04,16,07,1,436,16846,236753,1379307,1466707.15,1441.72,10.00,4.00,2.00
355,04/09/2008,12,11,23,13,08,04,19,25,18,07,10,06,09,15,02,4,591,18493,253429,1444467,289376.69,839.38,10.00,4.00,2.00
356,08/09/2008,13,10,02,24,05,16,15,11,14,19,09,04,25,22,20,2,821,23749,272108,1335422,695239.96,725.85,10.00,4.00,2.00
357,11/09/2008,17,10,06,23,21,05,08,09,14,02,19,01,13,11,25,6,1448,33292,306828,1437076,168827.59,299.81,10.00,4.00,2.00
358,15/09/2008,25,16,17,11,14,18,12,23,24,04,15,02,10,06,09,2,552,18299,250995,1333113,721234.78,1119.93,10.00,4.00,2.00
359,18/09/2008,22,21,12,04,25,13,08,24,16,11,07,17,19,18,10,1,300,13923,188972,1182581,1481108.40,2115.87,10.00,4.00,2.00
360,22/09/2008,05,17,18,02,11,08,04,19,20,01,03,24,09,23,07,2,417,16124,237726,1427989,682532.86,1402.94,10.00,4.00,2.00
361,25/09/2008,09,01,20,12,07,10,14,24,19,23,13,04,17,16,15,4,484,19120,242545,1220594,312794.76,1107.89,10.00,4.00,2.00
362,29/09/2008,10,23,04,13,22,06,03,18,01,02,24,12,05,07,17,8,638,21073,233259,1335651,168748.37,906.85,10.00,4.00,2.00
363,02/10/2008,22,23,16,03,08,06,17,02,04,09,13,11,15,20,21,5,668,19545,220182,1174243,274166.02,879.49,10.00,4.00,2.00
364,06/10/2008,02,09,06,15,19,21,12,11,07,20,22,13,24,03,04,3,668,20646,252824,1310968,447199.37,860.74,10.00,4.00,2.00
365,09/10/2008,11,12,04,08,19,05,15,20,23,16,03,24,25,18,10,2,562,18388,238729,1311049,651227.17,993.23,10.00,4.00,2.00
366,13/10/2008,23,06,22,11,15,21,13,05,08,03,17,09,20,18,25,16,1741,34338,363612,1356210,56071.97,220.85,10.00,4.00,2.00
367,16/10/2008,15,21,13,20,18,22,12,07,01,17,02,08,04,09,24,39,1459,29602,284400,1349601,25430.52,291.33,10.00,4.00,2.00
